condition,outcome,median_hierarchy_ate,mean_hierarchy_ate,difference,absolute_difference,scale_width,normalized_difference,normalized_absolute_difference
High public trust,concern_mean,0.8,0.8433333333333334,0.043333333333333335,0.043333333333333335,100,4.3333333333333337e-4,4.3333333333333337e-4
High public trust,distrust_post,-2.15,-2.0033333333333334,0.1466666666666665,0.1466666666666665,100,0.001466666666666665,0.001466666666666665
High public trust,donation_ams,0.135,0.11533333333333333,-0.01966666666666668,0.01966666666666668,10,-0.0019666666666666678,0.0019666666666666678
High public trust,funding_perceptions,0.85,0.7866666666666666,-0.06333333333333335,0.06333333333333335,100,-6.333333333333335e-4,6.333333333333335e-4
High public trust,inst_trust_mean,1.25,1.1233333333333333,-0.1266666666666667,0.1266666666666667,100,-0.001266666666666667,0.001266666666666667
High public trust,newsletter_signup,0.008,0.007233333333333334,-7.666666666666664e-4,7.666666666666664e-4,1,-7.666666666666664e-4,7.666666666666664e-4
High public trust,policy_general,0.95,0.8866666666666667,-0.06333333333333324,0.06333333333333324,100,-6.333333333333324e-4,6.333333333333324e-4
High public trust,policy_role_mean,1.45,1.35,-0.09999999999999987,0.09999999999999987,100,-9.999999999999987e-4,9.999999999999987e-4
High public trust,policy_specific_mean,0.75,0.6900000000000001,-0.05999999999999994,0.05999999999999994,100,-5.999999999999994e-4,5.999999999999994e-4
High public trust,trust_multidimensional,2.3,2.026666666666667,-0.273333333333333,0.273333333333333,100,-0.00273333333333333,0.00273333333333333
High public trust,trust_post,2.55,2.35,-0.19999999999999973,0.19999999999999973,100,-0.0019999999999999974,0.0019999999999999974
Interview Prof. Maraun,behavior_mean,0.8,0.645,-0.15500000000000003,0.15500000000000003,100,-0.0015500000000000002,0.0015500000000000002
Interview Prof. Maraun,belief_post,0.8,0.7983333333333333,-0.0016666666666667052,0.0016666666666667052,100,-1.666666666666705e-5,1.666666666666705e-5
Interview Prof. Maraun,concern_mean,0.8,0.7166666666666667,-0.08333333333333337,0.08333333333333337,100,-8.333333333333337e-4,8.333333333333337e-4
Interview Prof. Maraun,distrust_post,-1.4500000000000002,-1.6416666666666668,-0.19166666666666665,0.19166666666666665,100,-0.0019166666666666666,0.0019166666666666666
Interview Prof. Maraun,donation_ams,0.1,0.10433333333333333,0.004333333333333328,0.004333333333333328,10,4.3333333333333277e-4,4.3333333333333277e-4
Interview Prof. Maraun,funding_perceptions,1.075,1.1916666666666667,0.1166666666666667,0.1166666666666667,100,0.001166666666666667,0.001166666666666667
Interview Prof. Maraun,inst_trust_mean,0.725,0.9183333333333333,0.19333333333333336,0.19333333333333336,100,0.0019333333333333336,0.0019333333333333336
Interview Prof. Maraun,newsletter_signup,0.0075,0.0070999999999999995,-4.000000000000002e-4,4.000000000000002e-4,1,-4.000000000000002e-4,4.000000000000002e-4
Interview Prof. Maraun,policy_general,0.65,0.675,0.025000000000000022,0.025000000000000022,100,2.500000000000002e-4,2.500000000000002e-4
Interview Prof. Maraun,policy_role_mean,1.525,1.475,-0.04999999999999982,0.04999999999999982,100,-4.999999999999983e-4,4.999999999999983e-4
Interview Prof. Maraun,policy_specific_mean,0.525,0.5833333333333334,0.05833333333333335,0.05833333333333335,100,5.833333333333335e-4,5.833333333333335e-4
Interview Prof. Maraun,trust_multidimensional,2.15,2.0516666666666667,-0.09833333333333316,0.09833333333333316,100,-9.833333333333317e-4,9.833333333333317e-4
Interview Prof. Maraun,trust_post,1.75,1.7483333333333335,-0.0016666666666664831,0.0016666666666664831,100,-1.666666666666483e-5,1.666666666666483e-5
Interview Prof. Sebille,behavior_mean,1.1,1.1466666666666667,0.046666666666666634,0.046666666666666634,100,4.6666666666666634e-4,4.6666666666666634e-4
Interview Prof. Sebille,belief_post,1.4500000000000002,1.6033333333333333,0.1533333333333331,0.1533333333333331,100,0.001533333333333331,0.001533333333333331
Interview Prof. Sebille,concern_mean,1.7,1.6966666666666665,-0.0033333333333334103,0.0033333333333334103,100,-3.33333333333341e-5,3.33333333333341e-5
Interview Prof. Sebille,distrust_post,-1.65,-1.74,-0.09000000000000008,0.09000000000000008,100,-9.000000000000008e-4,9.000000000000008e-4
Interview Prof. Sebille,donation_ams,0.15,0.14533333333333334,-0.004666666666666652,0.004666666666666652,10,-4.6666666666666525e-4,4.6666666666666525e-4
Interview Prof. Sebille,funding_perceptions,1.3,1.34,0.040000000000000036,0.040000000000000036,100,4.0000000000000034e-4,4.0000000000000034e-4
Interview Prof. Sebille,inst_trust_mean,1,1.0566666666666666,0.05666666666666664,0.05666666666666664,100,5.666666666666664e-4,5.666666666666664e-4
Interview Prof. Sebille,newsletter_signup,0.01,0.013733333333333334,0.0037333333333333333,0.0037333333333333333,1,0.0037333333333333333,0.0037333333333333333
Interview Prof. Sebille,policy_general,1.45,1.4733333333333334,0.023333333333333428,0.023333333333333428,100,2.3333333333333428e-4,2.3333333333333428e-4
Interview Prof. Sebille,policy_role_mean,2.05,1.9233333333333333,-0.12666666666666648,0.12666666666666648,100,-0.0012666666666666649,0.0012666666666666649
Interview Prof. Sebille,policy_specific_mean,1.15,1.1333333333333333,-0.016666666666666607,0.016666666666666607,100,-1.6666666666666606e-4,1.6666666666666606e-4
Interview Prof. Sebille,trust_multidimensional,2.0999999999999996,2.216666666666667,0.11666666666666714,0.11666666666666714,100,0.0011666666666666713,0.0011666666666666713
Interview Prof. Sebille,trust_post,2,2.0433333333333334,0.043333333333333446,0.043333333333333446,100,4.3333333333333445e-4,4.3333333333333445e-4
Measurement & modeling (1),behavior_mean,0.75,0.8333333333333334,0.08333333333333337,0.08333333333333337,100,8.333333333333337e-4,8.333333333333337e-4
Measurement & modeling (1),belief_post,1.5,1.7233333333333334,0.22333333333333338,0.22333333333333338,100,0.0022333333333333337,0.0022333333333333337
Measurement & modeling (1),concern_mean,1.1,1.16,0.05999999999999983,0.05999999999999983,100,5.999999999999983e-4,5.999999999999983e-4
Measurement & modeling (1),distrust_post,-1.9,-1.9833333333333334,-0.08333333333333348,0.08333333333333348,100,-8.333333333333348e-4,8.333333333333348e-4
Measurement & modeling (1),donation_ams,0.135,0.132,-0.0030000000000000027,0.0030000000000000027,10,-3.0000000000000024e-4,3.0000000000000024e-4
Measurement & modeling (1),funding_perceptions,1.6,1.49,-0.1100000000000001,0.1100000000000001,100,-0.001100000000000001,0.001100000000000001
Measurement & modeling (1),inst_trust_mean,1.25,1.2733333333333334,0.023333333333333428,0.023333333333333428,100,2.3333333333333428e-4,2.3333333333333428e-4
Measurement & modeling (1),newsletter_signup,0.0085,0.009166666666666667,6.666666666666661e-4,6.666666666666661e-4,1,6.666666666666661e-4,6.666666666666661e-4
Measurement & modeling (1),policy_general,1.15,1.0533333333333332,-0.09666666666666668,0.09666666666666668,100,-9.666666666666668e-4,9.666666666666668e-4
Measurement & modeling (1),policy_role_mean,1.65,1.6633333333333333,0.01333333333333342,0.01333333333333342,100,1.3333333333333418e-4,1.3333333333333418e-4
Measurement & modeling (1),policy_specific_mean,0.9,0.8433333333333334,-0.05666666666666664,0.05666666666666664,100,-5.666666666666664e-4,5.666666666666664e-4
Measurement & modeling (1),trust_multidimensional,2.25,2.3133333333333335,0.06333333333333346,0.06333333333333346,100,6.333333333333346e-4,6.333333333333346e-4
Measurement & modeling (1),trust_post,2.3,2.223333333333333,-0.07666666666666666,0.07666666666666666,100,-7.666666666666666e-4,7.666666666666666e-4
Measurement & modeling (2),behavior_mean,0.55,0.46,-0.09000000000000002,0.09000000000000002,100,-9.000000000000002e-4,9.000000000000002e-4
Measurement & modeling (2),belief_post,0.8999999999999999,0.8699999999999999,-0.030000000000000027,0.030000000000000027,100,-3.0000000000000024e-4,3.0000000000000024e-4
Measurement & modeling (2),concern_mean,0.55,0.56,0.010000000000000009,0.010000000000000009,100,1.0000000000000009e-4,1.0000000000000009e-4
Measurement & modeling (2),distrust_post,-1.15,-1.1833333333333333,-0.03333333333333344,0.03333333333333344,100,-3.3333333333333435e-4,3.3333333333333435e-4
Measurement & modeling (2),donation_ams,0.07500000000000001,0.085,0.009999999999999995,0.009999999999999995,10,9.999999999999996e-4,9.999999999999996e-4
Measurement & modeling (2),funding_perceptions,0.6,0.7833333333333333,0.18333333333333335,0.18333333333333335,100,0.0018333333333333335,0.0018333333333333335
Measurement & modeling (2),inst_trust_mean,0.5,0.7100000000000001,0.21000000000000008,0.21000000000000008,100,0.0021000000000000007,0.0021000000000000007
Measurement & modeling (2),newsletter_signup,0.004,0.0043,2.999999999999999e-4,2.999999999999999e-4,1,2.999999999999999e-4,2.999999999999999e-4
Measurement & modeling (2),policy_general,0.44999999999999996,0.5533333333333332,0.10333333333333328,0.10333333333333328,100,0.0010333333333333327,0.0010333333333333327
Measurement & modeling (2),policy_role_mean,0.8,1.01,0.20999999999999996,0.20999999999999996,100,0.0020999999999999994,0.0020999999999999994
Measurement & modeling (2),policy_specific_mean,0.4,0.4633333333333334,0.06333333333333335,0.06333333333333335,100,6.333333333333335e-4,6.333333333333335e-4
Measurement & modeling (2),trust_multidimensional,1.5,1.5966666666666667,0.09666666666666668,0.09666666666666668,100,9.666666666666668e-4,9.666666666666668e-4
Measurement & modeling (2),trust_post,1.4,1.42,0.020000000000000018,0.020000000000000018,100,2.0000000000000017e-4,2.0000000000000017e-4
Model accuracy,behavior_mean,0.7,0.7866666666666666,0.08666666666666667,0.08666666666666667,100,8.666666666666667e-4,8.666666666666667e-4
Model accuracy,belief_post,2,1.99,-0.010000000000000009,0.010000000000000009,100,-1.0000000000000009e-4,1.0000000000000009e-4
Model accuracy,concern_mean,1.25,1.2666666666666666,0.016666666666666607,0.016666666666666607,100,1.6666666666666606e-4,1.6666666666666606e-4
Model accuracy,distrust_post,-1.5,-1.9266666666666665,-0.4266666666666665,0.4266666666666665,100,-0.004266666666666665,0.004266666666666665
Model accuracy,donation_ams,0.15,0.134,-0.015999999999999986,0.015999999999999986,10,-0.0015999999999999986,0.0015999999999999986
Model accuracy,funding_perceptions,1.25,1.2666666666666666,0.016666666666666607,0.016666666666666607,100,1.6666666666666606e-4,1.6666666666666606e-4
Model accuracy,inst_trust_mean,1.1,1.1266666666666667,0.026666666666666616,0.026666666666666616,100,2.6666666666666614e-4,2.6666666666666614e-4
Model accuracy,newsletter_signup,0.0075,0.008,5.000000000000004e-4,5.000000000000004e-4,1,5.000000000000004e-4,5.000000000000004e-4
Model accuracy,policy_general,1.25,1.24,-0.010000000000000009,0.010000000000000009,100,-1.0000000000000009e-4,1.0000000000000009e-4
Model accuracy,policy_role_mean,1.4,1.3966666666666667,-0.0033333333333331883,0.0033333333333331883,100,-3.3333333333331885e-5,3.3333333333331885e-5
Model accuracy,policy_specific_mean,0.85,0.93,0.08000000000000007,0.08000000000000007,100,8.000000000000007e-4,8.000000000000007e-4
Model accuracy,trust_multidimensional,2,2.11,0.10999999999999988,0.10999999999999988,100,0.0010999999999999988,0.0010999999999999988
Model accuracy,trust_post,1.8,2.1866666666666665,0.3866666666666665,0.3866666666666665,100,0.003866666666666665,0.003866666666666665
Oil industry misinformation,behavior_mean,1.25,1.4400000000000002,0.19000000000000017,0.19000000000000017,100,0.0019000000000000017,0.0019000000000000017
Oil industry misinformation,belief_post,3,2.736666666666667,-0.2633333333333332,0.2633333333333332,100,-0.002633333333333332,0.002633333333333332
Oil industry misinformation,concern_mean,2.5,2.283333333333333,-0.21666666666666679,0.21666666666666679,100,-0.002166666666666668,0.002166666666666668
Oil industry misinformation,distrust_post,-3.6,-3.4166666666666665,0.18333333333333357,0.18333333333333357,100,0.0018333333333333357,0.0018333333333333357
Oil industry misinformation,donation_ams,0.15,0.18066666666666667,0.030666666666666675,0.030666666666666675,10,0.0030666666666666676,0.0030666666666666676
Oil industry misinformation,funding_perceptions,2,1.9833333333333334,-0.016666666666666607,0.016666666666666607,100,-1.6666666666666606e-4,1.6666666666666606e-4
Oil industry misinformation,inst_trust_mean,1.55,1.5866666666666667,0.036666666666666625,0.036666666666666625,100,3.6666666666666624e-4,3.6666666666666624e-4
Oil industry misinformation,newsletter_signup,0.0135,0.012833333333333334,-6.666666666666661e-4,6.666666666666661e-4,1,-6.666666666666661e-4,6.666666666666661e-4
Oil industry misinformation,policy_general,2.25,2.15,-0.10000000000000009,0.10000000000000009,100,-0.0010000000000000009,0.0010000000000000009
Oil industry misinformation,policy_role_mean,2.6,2.3933333333333335,-0.20666666666666655,0.20666666666666655,100,-0.0020666666666666654,0.0020666666666666654
Oil industry misinformation,policy_specific_mean,1.65,1.6633333333333333,0.01333333333333342,0.01333333333333342,100,1.3333333333333418e-4,1.3333333333333418e-4
Oil industry misinformation,trust_multidimensional,3.5,3.4833333333333334,-0.016666666666666607,0.016666666666666607,100,-1.6666666666666606e-4,1.6666666666666606e-4
Oil industry misinformation,trust_post,4,3.67,-0.33000000000000007,0.33000000000000007,100,-0.003300000000000001,0.003300000000000001
Peer-review,behavior_mean,0.55,0.5016666666666667,-0.04833333333333334,0.04833333333333334,100,-4.833333333333334e-4,4.833333333333334e-4
Peer-review,belief_post,1.025,1.195,0.17000000000000015,0.17000000000000015,100,0.0017000000000000014,0.0017000000000000014
Peer-review,concern_mean,0.7,0.7766666666666666,0.07666666666666666,0.07666666666666666,100,7.666666666666666e-4,7.666666666666666e-4
Peer-review,distrust_post,-1.2999999999999998,-1.5933333333333333,-0.29333333333333345,0.29333333333333345,100,-0.0029333333333333347,0.0029333333333333347
Peer-review,donation_ams,0.1,0.09966666666666668,-3.333333333333244e-4,3.333333333333244e-4,10,-3.333333333333244e-5,3.333333333333244e-5
Peer-review,funding_perceptions,0.75,0.7383333333333334,-0.011666666666666603,0.011666666666666603,100,-1.1666666666666603e-4,1.1666666666666603e-4
Peer-review,inst_trust_mean,1.1,0.9900000000000001,-0.10999999999999999,0.10999999999999999,100,-0.0010999999999999998,0.0010999999999999998
Peer-review,newsletter_signup,0.0055,0.0061333333333333335,6.333333333333338e-4,6.333333333333338e-4,1,6.333333333333338e-4,6.333333333333338e-4
Peer-review,policy_general,0.8,0.7683333333333334,-0.03166666666666662,0.03166666666666662,100,-3.166666666666662e-4,3.166666666666662e-4
Peer-review,policy_role_mean,1.2,1.17,-0.030000000000000027,0.030000000000000027,100,-3.0000000000000024e-4,3.0000000000000024e-4
Peer-review,policy_specific_mean,0.65,0.605,-0.04500000000000004,0.04500000000000004,100,-4.500000000000004e-4,4.500000000000004e-4
Peer-review,trust_multidimensional,1.75,1.8366666666666667,0.08666666666666667,0.08666666666666667,100,8.666666666666667e-4,8.666666666666667e-4
Peer-review,trust_post,1.6,1.885,0.2849999999999999,0.2849999999999999,100,0.0028499999999999992,0.0028499999999999992
Portrait Prof. Cherry,behavior_mean,0.7749999999999999,0.6666666666666666,-0.10833333333333328,0.10833333333333328,100,-0.0010833333333333328,0.0010833333333333328
Portrait Prof. Cherry,belief_post,0.85,0.79,-0.05999999999999994,0.05999999999999994,100,-5.999999999999994e-4,5.999999999999994e-4
Portrait Prof. Cherry,concern_mean,0.7,0.74,0.040000000000000036,0.040000000000000036,100,4.0000000000000034e-4,4.0000000000000034e-4
Portrait Prof. Cherry,distrust_post,-1.6,-1.4866666666666668,0.11333333333333329,0.11333333333333329,100,0.0011333333333333328,0.0011333333333333328
Portrait Prof. Cherry,donation_ams,0.1,0.10033333333333333,3.333333333333244e-4,3.333333333333244e-4,10,3.333333333333244e-5,3.333333333333244e-5
Portrait Prof. Cherry,funding_perceptions,0.725,0.7983333333333333,0.07333333333333336,0.07333333333333336,100,7.333333333333337e-4,7.333333333333337e-4
Portrait Prof. Cherry,inst_trust_mean,0.8500000000000001,0.8583333333333333,0.008333333333333193,0.008333333333333193,100,8.333333333333192e-5,8.333333333333192e-5
Portrait Prof. Cherry,newsletter_signup,0.0075,0.006866666666666667,-6.33333333333333e-4,6.33333333333333e-4,1,-6.33333333333333e-4,6.33333333333333e-4
Portrait Prof. Cherry,policy_general,0.75,0.7816666666666666,0.03166666666666662,0.03166666666666662,100,3.166666666666662e-4,3.166666666666662e-4
Portrait Prof. Cherry,policy_role_mean,1.75,1.5916666666666666,-0.15833333333333344,0.15833333333333344,100,-0.0015833333333333344,0.0015833333333333344
Portrait Prof. Cherry,policy_specific_mean,0.575,0.6633333333333333,0.08833333333333337,0.08833333333333337,100,8.833333333333337e-4,8.833333333333337e-4
Portrait Prof. Cherry,trust_multidimensional,1.925,1.8116666666666668,-0.11333333333333329,0.11333333333333329,100,-0.0011333333333333328,0.0011333333333333328
Portrait Prof. Cherry,trust_post,1.7,1.6099999999999999,-0.09000000000000008,0.09000000000000008,100,-9.000000000000008e-4,9.000000000000008e-4
Scientist community helpers,behavior_mean,1,0.9400000000000001,-0.05999999999999994,0.05999999999999994,100,-5.999999999999994e-4,5.999999999999994e-4
Scientist community helpers,belief_post,1.2,1.1366666666666667,-0.06333333333333324,0.06333333333333324,100,-6.333333333333324e-4,6.333333333333324e-4
Scientist community helpers,concern_mean,1.1,1.1500000000000001,0.050000000000000044,0.050000000000000044,100,5.000000000000004e-4,5.000000000000004e-4
Scientist community helpers,distrust_post,-2.1,-2.26,-0.1599999999999997,0.1599999999999997,100,-0.001599999999999997,0.001599999999999997
Scientist community helpers,donation_ams,0.15,0.15766666666666665,0.007666666666666655,0.007666666666666655,10,7.666666666666655e-4,7.666666666666655e-4
Scientist community helpers,funding_perceptions,1.1,1.1666666666666665,0.06666666666666643,0.06666666666666643,100,6.666666666666643e-4,6.666666666666643e-4
Scientist community helpers,inst_trust_mean,1.25,1.31,0.06000000000000005,0.06000000000000005,100,6.000000000000005e-4,6.000000000000005e-4
Scientist community helpers,newsletter_signup,0.011,0.010766666666666666,-2.3333333333333366e-4,2.3333333333333366e-4,1,-2.3333333333333366e-4,2.3333333333333366e-4
Scientist community helpers,policy_general,1.2,1.18,-0.020000000000000018,0.020000000000000018,100,-2.0000000000000017e-4,2.0000000000000017e-4
Scientist community helpers,policy_role_mean,2.3,2.3066666666666666,0.006666666666666821,0.006666666666666821,100,6.66666666666682e-5,6.66666666666682e-5
Scientist community helpers,policy_specific_mean,1,0.9933333333333334,-0.006666666666666599,0.006666666666666599,100,-6.666666666666599e-5,6.666666666666599e-5
Scientist community helpers,trust_multidimensional,2.75,2.8033333333333332,0.05333333333333323,0.05333333333333323,100,5.333333333333323e-4,5.333333333333323e-4
Scientist community helpers,trust_post,2.4,2.486666666666667,0.08666666666666689,0.08666666666666689,100,8.666666666666689e-4,8.666666666666689e-4
Social justice,behavior_mean,0.75,0.7,-0.050000000000000044,0.050000000000000044,100,-5.000000000000004e-4,5.000000000000004e-4
Social justice,belief_post,0.7,0.9500000000000001,0.2500000000000001,0.2500000000000001,100,0.002500000000000001,0.002500000000000001
Social justice,concern_mean,1.15,1.32,0.17000000000000015,0.17000000000000015,100,0.0017000000000000014,0.0017000000000000014
